area_code,year,quarter,median_rent_per_month,median rent per month adjusted to 2018
E02003095,2016,1,795,804.270937
E02003095,2016,2,750,758.746167
E02003095,2016,3,800,809.3292448
E02003096,2016,1,795,804.270937
E02003096,2016,2,765,773.9210903
E02003097,2016,1,925,935.7869393
E02003097,2016,3,795,804.270937
E02003098,2016,1,800,809.3292448
E02003098,2016,2,775,784.0377059
E02003098,2016,3,795,804.270937
E02003098,2016,4,795,804.270937
E02003099,2016,1,812.5,821.9750142
E02003100,2016,1,895,905.4370926
E02003100,2016,3,812.5,821.9750142
E02003101,2016,1,800,809.3292448
E02003101,2016,2,800,809.3292448
E02003101,2016,3,800,809.3292448
E02003101,2016,4,825,834.6207837
E02003103,2016,1,850,859.9123226
E02003103,2016,2,850,859.9123226
E02003104,2016,2,995,1006.603248
E02003104,2016,3,875,885.2038615
E02003105,2016,1,1195,1208.935559
E02003105,2016,3,900,910.4954004
E02003106,2016,1,975,986.3700171
E02003106,2016,2,950,961.0784782
E02003106,2016,3,910,920.6120159
E02003106,2016,4,862.5,872.558092
E02003107,2016,1,1062.5,1074.890403
E02003107,2016,2,885,895.320477
E02003107,2016,3,862.5,872.558092
E02003107,2016,4,750,758.746167
E02003108,2016,1,750,758.746167
E02003108,2016,2,812.5,821.9750142
E02003108,2016,3,800,809.3292448
E02003110,2016,1,885,895.320477
E02003110,2016,2,833,842.7140761
E02003110,2016,3,825,834.6207837
E02003110,2016,4,850,859.9123226
E02003114,2016,2,825,834.6207837
E02003115,2016,1,725,733.4546281
E02003115,2016,2,825,834.6207837
E02003115,2016,3,737.5,746.1003975
E02003116,2016,1,850,859.9123226
E02003116,2016,2,775,784.0377059
E02003117,2016,1,825,834.6207837
E02003117,2016,2,795,804.270937
E02003117,2016,3,750,758.746167
E02003118,2016,1,825,834.6207837
E02003118,2016,2,775,784.0377059
E02003118,2016,3,862.5,872.558092
E02003119,2016,1,795,804.270937
E02003119,2016,2,810,819.4458603
E02003121,2016,1,825,834.6207837
E02003121,2016,2,825,834.6207837
E02003121,2016,3,825,834.6207837
E02003122,2016,2,900,910.4954004
E02003123,2016,1,675,682.8715503
E02003123,2016,3,700,708.1630892
E02003124,2016,1,612.5,619.642703
E02003124,2016,2,625,632.2884725
E02003124,2016,3,650,657.5800114
E02003125,2016,1,625,632.2884725
E02003126,2016,1,675,682.8715503
E02003126,2016,2,637.5,644.9342419
E02003127,2016,1,650,657.5800114
E02003128,2016,1,602.5,609.5260875
E02003128,2016,2,625,632.2884725
E02003128,2016,3,625,632.2884725
E02003128,2016,4,650,657.5800114
E02003129,2016,1,625,632.2884725
E02003129,2016,2,767.5,776.4502442
E02003130,2016,1,610,617.1135491
E02003130,2016,2,585,591.8220102
E02003130,2016,3,650,657.5800114
E02003130,2016,4,647.5,655.0508575
E02003131,2016,1,625,632.2884725
E02003131,2016,3,600,606.9969336
E02003132,2016,1,697.5,705.6339353
E02003132,2016,2,650,657.5800114
E02003132,2016,3,675,682.8715503
E02003134,2016,3,750,758.746167
E02003135,2016,1,607.5,614.5843952
E02003135,2016,2,600,606.9969336
E02003135,2016,3,575,581.7053947
E02003135,2016,4,625,632.2884725
E02003136,2016,1,645,652.5217036
E02003136,2016,3,597.5,604.4677797
E02003136,2016,4,695,703.1047814
E02003137,2016,1,800,809.3292448
E02003137,2016,2,700,708.1630892
E02003137,2016,3,725,733.4546281
E02003137,2016,4,725,733.4546281
E02003138,2016,1,775,784.0377059
E02003138,2016,2,625,632.2884725
E02003138,2016,3,750,758.746167
E02003138,2016,4,722.5,730.9254742
E02003139,2016,1,645,652.5217036
E02003139,2016,2,700,708.1630892
E02003139,2016,3,625,632.2884725
E02003139,2016,4,637.5,644.9342419
E02003140,2016,1,750,758.746167
E02003140,2016,2,712.5,720.8088586
E02003140,2016,3,725,733.4546281
E02003141,2016,1,550,556.4138558
E02003141,2016,2,550,556.4138558
E02003141,2016,3,595,601.9386258
E02003141,2016,4,625,632.2884725
E02003142,2016,1,595,601.9386258
E02003142,2016,2,650,657.5800114
E02003142,2016,3,700,708.1630892
E02003142,2016,4,575,581.7053947
E02003143,2016,1,650,657.5800114
E02003143,2016,2,662.5,670.2257808
E02003143,2016,3,650,657.5800114
E02003143,2016,4,795,804.270937
E02003144,2016,1,495,500.7724702
E02003144,2016,2,550,556.4138558
E02003144,2016,3,495,500.7724702
E02003144,2016,4,595,601.9386258
E02003145,2016,1,625,632.2884725
E02003145,2016,2,725,733.4546281
E02003145,2016,3,600,606.9969336
E02003145,2016,4,650,657.5800114
E02003146,2016,1,460,465.3643157
E02003146,2016,2,550,556.4138558
E02003146,2016,3,550,556.4138558
E02003146,2016,4,640,647.4633958
E02003147,2016,1,557.5,564.0013175
E02003147,2016,2,595,601.9386258
E02003147,2016,3,675,682.8715503
E02003147,2016,4,545,551.355548
E02003148,2016,1,570,576.6470869
E02003148,2016,2,625,632.2884725
E02003148,2016,3,650,657.5800114
E02003148,2016,4,650,657.5800114
E02003149,2016,1,547.5,553.8847019
E02003149,2016,2,600,606.9969336
E02003149,2016,3,595,601.9386258
E02003149,2016,4,625,632.2884725
E02003150,2016,1,565,571.5887791
E02003150,2016,2,597.5,604.4677797
E02003150,2016,3,597.5,604.4677797
E02003150,2016,4,750,758.746167
E02003151,2016,3,822.5,832.0916298
E02003152,2016,1,825,834.6207837
E02003152,2016,2,695,703.1047814
E02003152,2016,3,750,758.746167
E02003153,2016,1,625,632.2884725
E02003153,2016,2,655,662.6383192
E02003153,2016,3,700,708.1630892
E02003153,2016,4,650,657.5800114
E02003155,2016,1,625,632.2884725
E02003155,2016,2,595,601.9386258
E02003155,2016,3,672.5,680.3423964
E02003155,2016,4,572.5,579.1762408
E02003156,2016,1,675,682.8715503
E02003156,2016,2,700,708.1630892
E02003156,2016,3,700,708.1630892
E02003156,2016,4,800,809.3292448
E02003157,2016,1,700,708.1630892
E02003157,2016,2,486,491.6675162
E02003157,2016,3,625,632.2884725
E02003157,2016,4,650,657.5800114
E02003158,2016,1,525,531.1223169
E02003158,2016,3,595,601.9386258
E02003158,2016,4,600,606.9969336
E02003159,2016,1,575,581.7053947
E02003159,2016,2,645,652.5217036
E02003159,2016,3,550,556.4138558
E02003161,2016,1,550,556.4138558
E02003161,2016,2,520,526.0640091
E02003161,2016,3,500,505.830778
E02003161,2016,4,575,581.7053947
E02003163,2016,1,650,657.5800114
E02003163,2016,2,625,632.2884725
E02003163,2016,3,662.5,670.2257808
E02003163,2016,4,695,703.1047814
E02003164,2016,1,737.5,746.1003975
E02003164,2016,2,750,758.746167
E02003164,2016,3,700,708.1630892
E02003164,2016,4,750,758.746167
E02003165,2016,1,680,687.9298581
E02003165,2016,2,600,606.9969336
E02003165,2016,3,715,723.3380125
E02003166,2016,1,725,733.4546281
E02003166,2016,3,750,758.746167
E02003166,2016,4,750,758.746167
E02003167,2016,1,555,561.4721636
E02003167,2016,2,555,561.4721636
E02003167,2016,3,550,556.4138558
E02003167,2016,4,580,586.7637025
E02003168,2016,1,675,682.8715503
E02003168,2016,2,725,733.4546281
E02003168,2016,3,695,703.1047814
E02003170,2016,1,625,632.2884725
E02003170,2016,2,665,672.7549347
E02003170,2016,3,675,682.8715503
E02003170,2016,4,750,758.746167
E02003171,2016,1,575,581.7053947
E02003171,2016,4,550,556.4138558
E02003175,2016,1,872.5,882.6747076
E02003175,2016,2,925,935.7869393
E02003175,2016,3,975,986.3700171
E02003177,2016,1,1295,1310.101715
E02003177,2016,3,1125,1138.11925
E02003178,2016,1,900,910.4954004
E02003178,2016,2,1100,1112.827712
E02003178,2016,4,1750,1770.407723
E02003180,2016,1,1175,1188.702328
E02003180,2016,2,1045,1057.186326
E02003180,2016,3,865,875.0872459
E02003180,2016,4,1480,1497.259103
E02003181,2016,1,1300,1315.160023
E02003181,2016,2,825,834.6207837
E02003181,2016,3,775,784.0377059
E02003181,2016,4,1400,1416.326178
E02003183,2016,1,912.5,923.1411698
E02003183,2016,2,802.5,811.8583987
E02003183,2016,3,850,859.9123226
E02003183,2016,4,1500,1517.492334
E02003184,2016,1,1072.5,1085.007019
E02003184,2016,2,750,758.746167
E02003184,2016,3,750,758.746167
E02003184,2016,4,1395,1411.267871
E02003185,2016,2,930,940.845247
E02003186,2016,1,1200,1213.993867
E02003186,2016,2,1050,1062.244634
E02003186,2016,3,787,796.1776445
E02003186,2016,4,1150,1163.410789
E02003187,2016,1,795,804.270937
E02003187,2016,2,670,677.8132425
E02003187,2016,3,850,859.9123226
E02003188,2016,1,750,758.746167
E02003188,2016,2,745,753.6878592
E02003188,2016,3,800,809.3292448
E02003188,2016,4,750,758.746167
E02003189,2016,1,805,814.3875526
E02003189,2016,2,800,809.3292448
E02003189,2016,3,795,804.270937
E02003190,2016,1,695,703.1047814
E02003190,2016,2,650,657.5800114
E02003190,2016,3,625,632.2884725
E02003190,2016,4,672.5,680.3423964
E02003191,2016,1,700,708.1630892
E02003191,2016,3,887.5,897.8496309
E02003192,2016,1,685,692.9881658
E02003192,2016,2,665,672.7549347
E02003192,2016,3,695,703.1047814
E02003192,2016,4,625,632.2884725
E02003200,2016,2,1100,1112.827712
E02003202,2016,1,850,859.9123226
E02003202,2016,2,925,935.7869393
E02003202,2016,3,875,885.2038615
E02003203,2016,1,787.5,796.6834753
E02003204,2016,2,850,859.9123226
E02003204,2016,3,825,834.6207837
E02003206,2016,1,937.5,948.4327087
E02003206,2016,2,1100,1112.827712
E02003206,2016,3,862.5,872.558092
E02003208,2016,1,865,875.0872459
E02003208,2016,2,862.5,872.558092
E02003208,2016,3,850,859.9123226
E02003208,2016,4,825,834.6207837
E02003209,2016,1,875,885.2038615
E02003210,2016,1,1100,1112.827712
E02003210,2016,2,1175,1188.702328
E02003210,2016,3,1100,1112.827712
E02003210,2016,4,975,986.3700171
E02003211,2016,1,975,986.3700171
E02003211,2016,2,1000,1011.661556
E02003211,2016,3,1050,1062.244634
E02003211,2016,4,1895,1917.098649
E02003212,2016,1,725,733.4546281
E02003212,2016,2,772.5,781.508552
E02003215,2016,3,770,778.9793981
E02003215,2016,4,675,682.8715503
E02003216,2016,1,725,733.4546281
E02003216,2016,3,810,819.4458603
E02003220,2016,1,697.5,705.6339353
E02003220,2016,2,737.5,746.1003975
E02003220,2016,3,825,834.6207837
E02003220,2016,4,712.5,720.8088586
E02003221,2016,1,695,703.1047814
E02003221,2016,2,700,708.1630892
E02003221,2016,3,712.5,720.8088586
E02003221,2016,4,735,743.5712436
E02003222,2016,1,725,733.4546281
E02003222,2016,2,750,758.746167
E02003222,2016,3,750,758.746167
E02003222,2016,4,725,733.4546281
E02003223,2016,1,695,703.1047814
E02003223,2016,2,695,703.1047814
E02003223,2016,3,695,703.1047814
E02003223,2016,4,700,708.1630892
E02003224,2016,1,837.5,847.2665531
E02003224,2016,2,825,834.6207837
E02003224,2016,3,700,708.1630892
E02003225,2016,1,625,632.2884725
E02003225,2016,2,775,784.0377059
E02003225,2016,3,695,703.1047814
E02003225,2016,4,710,718.2797047
E02003226,2016,1,695,703.1047814
E02003226,2016,2,697.5,705.6339353
E02003226,2016,3,650,657.5800114
E02003226,2016,4,645,652.5217036
E02003228,2016,1,900,910.4954004
E02003228,2016,2,772.5,781.508552
E02003228,2016,3,710,718.2797047
E02003228,2016,4,750,758.746167
E02003229,2016,1,895,905.4370926
E02003229,2016,3,850,859.9123226
E02003229,2016,4,695,703.1047814
E02003230,2016,1,695,703.1047814
E02003230,2016,2,697.5,705.6339353
E02003230,2016,3,697.5,705.6339353
E02003230,2016,4,685,692.9881658
E02003232,2016,1,775,784.0377059
E02003232,2016,2,750,758.746167
E02003232,2016,3,700,708.1630892
E02003232,2016,4,712.5,720.8088586
E02003233,2016,3,725,733.4546281
E02003234,2016,2,895,905.4370926
E02003235,2016,1,750,758.746167
E02003235,2016,2,825,834.6207837
E02003235,2016,3,697.5,705.6339353
E02003235,2016,4,717.5,725.8671664
E02003236,2016,1,865,875.0872459
E02003236,2016,2,750,758.746167
E02003236,2016,4,887.5,897.8496309
E02003237,2016,1,595,601.9386258
E02003237,2016,2,650,657.5800114
E02003237,2016,3,750,758.746167
E02003237,2016,4,625,632.2884725
E02003238,2016,1,575,581.7053947
E02003238,2016,2,597.5,604.4677797
E02003238,2016,3,597.5,604.4677797
E02003238,2016,4,595,601.9386258
E02003239,2016,1,650,657.5800114
E02003239,2016,2,650,657.5800114
E02003239,2016,3,700,708.1630892
E02003239,2016,4,695,703.1047814
E02003240,2016,2,585,591.8220102
E02003240,2016,3,650,657.5800114
E02003241,2016,1,685,692.9881658
E02003241,2016,2,675,682.8715503
E02003241,2016,3,695,703.1047814
E02003242,2016,1,637.5,644.9342419
E02003242,2016,2,625,632.2884725
E02003242,2016,3,750,758.746167
E02003242,2016,4,662.5,670.2257808
E02003243,2016,1,637.5,644.9342419
E02003243,2016,2,650,657.5800114
E02003243,2016,3,672.5,680.3423964
E02003243,2016,4,625,632.2884725
E02003244,2016,1,597.5,604.4677797
E02003245,2016,1,625,632.2884725
E02003245,2016,2,662.5,670.2257808
E02003245,2016,3,595,601.9386258
E02003245,2016,4,595,601.9386258
E02003246,2016,1,595,601.9386258
E02003246,2016,2,595,601.9386258
E02003246,2016,3,625,632.2884725
E02003246,2016,4,575,581.7053947
E02003247,2016,1,675,682.8715503
E02003247,2016,2,625,632.2884725
E02003247,2016,3,637.5,644.9342419
E02003247,2016,4,525,531.1223169
E02003248,2016,1,675,682.8715503
E02003248,2016,2,597.5,604.4677797
E02003248,2016,3,637.5,644.9342419
E02003248,2016,4,616,623.1835185
E02003249,2016,1,650,657.5800114
E02003249,2016,2,675,682.8715503
E02003249,2016,3,650,657.5800114
E02003249,2016,4,675,682.8715503
E02003250,2016,1,575,581.7053947
E02003250,2016,2,580,586.7637025
E02003250,2016,3,625,632.2884725
E02003250,2016,4,595,601.9386258
E02003251,2016,1,850,859.9123226
E02003251,2016,2,795,804.270937
E02003251,2016,3,825,834.6207837
E02003252,2016,1,675,682.8715503
E02003252,2016,2,675,682.8715503
E02003252,2016,3,712.5,720.8088586
E02003252,2016,4,675,682.8715503
E02003253,2016,1,650,657.5800114
E02003253,2016,2,650,657.5800114
E02003253,2016,3,639,646.4517343
E02003253,2016,4,595,601.9386258
E02003254,2016,1,695,703.1047814
E02003254,2016,2,685,692.9881658
E02003254,2016,3,747.5,756.2170131
E02003254,2016,4,675,682.8715503
E02003255,2016,1,725,733.4546281
E02003255,2016,2,675,682.8715503
E02003255,2016,3,750,758.746167
E02003255,2016,4,750,758.746167
E02003257,2016,1,580,586.7637025
E02003257,2016,2,575,581.7053947
E02003257,2016,3,575,581.7053947
E02003258,2016,1,875,885.2038615
E02003258,2016,2,815,824.5041681
E02003258,2016,3,875,885.2038615
E02003259,2016,3,995,1006.603248
E02003260,2016,4,1000,1011.661556
E02003261,2016,1,862.5,872.558092
E02003262,2016,3,835,844.7373992
E02003262,2016,4,835,844.7373992
E02003263,2016,1,750,758.746167
E02003263,2016,2,962.5,973.7242476
E02003263,2016,3,800,809.3292448
E02003263,2016,4,825,834.6207837
E02003264,2016,1,1150,1163.410789
E02003264,2016,2,1345,1360.684793
E02003264,2016,3,1000,1011.661556
E02003264,2016,4,1150,1163.410789
E02003265,2016,2,1100,1112.827712
E02003265,2016,3,672.5,680.3423964
E02003267,2016,1,937.5,948.4327087
E02003267,2016,2,850,859.9123226
E02003267,2016,3,1200,1213.993867
E02003267,2016,4,1050,1062.244634
E02003268,2016,1,995,1006.603248
E02003268,2016,2,940,950.9618626
E02003268,2016,3,900,910.4954004
E02003268,2016,4,985,996.4866326
E02003269,2016,1,800,809.3292448
E02003269,2016,2,750,758.746167
E02003269,2016,3,845,854.8540148
E02003269,2016,4,825,834.6207837
E02003270,2016,1,900,910.4954004
E02003270,2016,2,985,996.4866326
E02003270,2016,3,1025,1036.953095
E02003270,2016,4,972.5,983.8408632
E02003271,2016,1,750,758.746167
E02003271,2016,2,830,839.6790915
E02003271,2016,3,950,961.0784782
E02003271,2016,4,900,910.4954004
E02003272,2016,1,975,986.3700171
E02003272,2016,4,1100,1112.827712
E02003273,2016,1,1000,1011.661556
E02003273,2016,2,1000,1011.661556
E02003273,2016,3,1085,1097.652788
E02003273,2016,4,1100,1112.827712
E02003274,2016,1,795,804.270937
E02003274,2016,2,825,834.6207837
E02003274,2016,3,775,784.0377059
E02003274,2016,4,812.5,821.9750142
E02003275,2016,1,775,784.0377059
E02003275,2016,2,750,758.746167
E02003275,2016,3,785,794.1543214
E02003275,2016,4,725,733.4546281
E02003276,2016,1,586,592.8336718
E02003276,2016,2,837.5,847.2665531
E02003276,2016,3,860,870.0289381
E02003276,2016,4,897.5,907.9662465
E02003277,2016,1,772.5,781.508552
E02003277,2016,2,900,910.4954004
E02003277,2016,3,825,834.6207837
E02003277,2016,4,935,945.9035548
E02003278,2016,1,750,758.746167
E02003278,2016,2,800,809.3292448
E02003278,2016,3,750,758.746167
E02003278,2016,4,750,758.746167
E02003282,2016,1,750,758.746167
E02003282,2016,2,850,859.9123226
E02003283,2016,2,975,986.3700171
E02003284,2016,1,747.5,756.2170131
E02003284,2016,2,895,905.4370926
E02003284,2016,3,790,799.2126292
E02003285,2016,1,697.5,705.6339353
E02003285,2016,2,750,758.746167
E02003285,2016,3,712.5,720.8088586
E02003286,2016,2,1400,1416.326178
E02003288,2016,1,775,784.0377059
E02003288,2016,2,597.5,604.4677797
E02003288,2016,3,742.5,751.1587053
E02003289,2016,1,900,910.4954004
E02003289,2016,2,900,910.4954004
E02003289,2016,3,862.5,872.558092
E02003290,2016,1,937.5,948.4327087
E02003290,2016,2,837.5,847.2665531
E02003290,2016,3,737.5,746.1003975
E02003291,2016,1,795,804.270937
E02003291,2016,2,725,733.4546281
E02003291,2016,3,795,804.270937
E02003292,2016,1,695,703.1047814
E02003292,2016,2,695,703.1047814
E02003292,2016,3,695,703.1047814
E02003293,2016,1,750,758.746167
E02003293,2016,2,675,682.8715503
E02003293,2016,3,725,733.4546281
E02003294,2016,1,1037.5,1049.598864
E02003294,2016,2,995,1006.603248
E02003294,2016,3,1050,1062.244634
E02003295,2016,2,895,905.4370926
E02003295,2016,3,995,1006.603248
E02003299,2016,1,1300,1315.160023
E02003299,2016,2,1047.5,1059.71548
E02003300,2016,2,900,910.4954004
E02003300,2016,3,900,910.4954004
E02003301,2016,1,1125,1138.11925
E02003301,2016,3,1150,1163.410789
E02003301,2016,4,885,895.320477
E02003302,2016,3,800,809.3292448
E02003302,2016,4,1100,1112.827712
E02003304,2016,1,1175,1188.702328
E02003307,2016,2,1100,1112.827712
E02003308,2016,1,1000,1011.661556
E02003308,2016,2,902.5,913.0245543
E02003308,2016,3,800,809.3292448
E02003309,2016,2,1025,1036.953095
E02003309,2016,3,1195,1208.935559
E02003310,2016,1,900,910.4954004
E02003310,2016,2,895,905.4370926
E02003310,2016,3,925,935.7869393
E02003310,2016,4,825,834.6207837
E02003311,2016,1,900,910.4954004
E02003311,2016,2,900,910.4954004
E02003311,2016,3,950,961.0784782
E02003311,2016,4,950,961.0784782
E02003312,2016,1,800,809.3292448
E02003312,2016,2,800,809.3292448
E02003312,2016,3,875,885.2038615
E02003312,2016,4,825,834.6207837
E02003313,2016,1,974.5,985.8641863
E02003313,2016,2,750,758.746167
E02003313,2016,3,975,986.3700171
E02003319,2016,2,850,859.9123226
E02003319,2016,3,805,814.3875526
E02003319,2016,4,900,910.4954004
E02003320,2016,1,900,910.4954004
E02003320,2016,2,950,961.0784782
E02003320,2016,3,975,986.3700171
E02003320,2016,4,850,859.9123226
E02003322,2016,1,850,859.9123226
E02003322,2016,2,687.5,695.5173197
E02003322,2016,3,500,505.830778
E02003322,2016,4,800,809.3292448
E02003323,2016,1,722,730.4196434
E02003323,2016,2,912.5,923.1411698
E02003323,2016,3,775,784.0377059
E02003323,2016,4,850,859.9123226
E02003324,2016,2,750,758.746167
E02003325,2016,1,697.5,705.6339353
E02003325,2016,2,700,708.1630892
E02003325,2016,3,750,758.746167
E02003325,2016,4,725,733.4546281
E02003326,2016,1,522.5,528.593163
E02003326,2016,2,850,859.9123226
E02003326,2016,3,745,753.6878592
E02003326,2016,4,795,804.270937
E02003327,2016,1,837.5,847.2665531
E02003327,2016,2,825,834.6207837
E02003327,2016,3,850,859.9123226
E02003327,2016,4,800,809.3292448
E02003328,2016,1,725,733.4546281
E02003328,2016,2,795,804.270937
E02003328,2016,3,707.5,715.7505508
E02003328,2016,4,750,758.746167
E02003329,2016,1,750,758.746167
E02003329,2016,2,775,784.0377059
E02003329,2016,3,795,804.270937
E02003329,2016,4,862.5,872.558092
E02003330,2016,1,850,859.9123226
E02003330,2016,2,995,1006.603248
E02003330,2016,3,925,935.7869393
E02003330,2016,4,910,920.6120159
E02003333,2016,1,550,556.4138558
E02003333,2016,2,750,758.746167
E02003333,2016,3,750,758.746167
E02003333,2016,4,775,784.0377059
E02003334,2016,1,575,581.7053947
E02003334,2016,2,697.5,705.6339353
E02003334,2016,3,862.5,872.558092
E02003335,2016,1,750,758.746167
E02003335,2016,2,750,758.746167
E02003335,2016,3,825,834.6207837
E02003335,2016,4,825,834.6207837
E02003338,2016,2,800,809.3292448
E02003338,2016,3,700,708.1630892
E02003353,2016,1,985,996.4866326
E02003353,2016,2,1050,1062.244634
E02003353,2016,3,1150,1163.410789
E02003353,2016,4,1062.5,1074.890403
E02003354,2016,1,1100,1112.827712
E02003354,2016,2,1100,1112.827712
E02003354,2016,3,1275,1289.868484
E02003354,2016,4,1112.5,1125.473481
E02003356,2016,1,1425,1441.617717
E02003357,2016,1,995,1006.603248
E02003357,2016,2,897.5,907.9662465
E02003357,2016,3,1000,1011.661556
E02003357,2016,4,880,890.2621693
E02003358,2016,1,912.5,923.1411698
E02003358,2016,2,925,935.7869393
E02003358,2016,3,975,986.3700171
E02003358,2016,4,1225,1239.285406
E02003359,2016,1,1000,1011.661556
E02003359,2016,2,1000,1011.661556
E02003359,2016,3,1075,1087.536173
E02003359,2016,4,800,809.3292448
E02003360,2016,1,1100,1112.827712
E02003360,2016,2,1150,1163.410789
E02003360,2016,3,585,591.8220102
E02003360,2016,4,950,961.0784782
E02003361,2016,1,975,986.3700171
E02003361,2016,2,1200,1213.993867
E02003362,2016,2,825,834.6207837
E02003362,2016,3,1150,1163.410789
E02003363,2016,1,950,961.0784782
E02003363,2016,2,1175,1188.702328
E02003363,2016,3,1000,1011.661556
E02003363,2016,4,1300,1315.160023
E02003367,2016,2,1200,1213.993867
E02003367,2016,3,1295,1310.101715
E02003368,2016,1,795,804.270937
E02003369,2016,2,1250,1264.576945
E02003369,2016,3,1200,1213.993867
E02003369,2016,4,1200,1213.993867
E02003370,2016,1,1195,1208.935559
E02003370,2016,2,975,986.3700171
E02003370,2016,3,1100,1112.827712
E02003373,2016,2,1200,1213.993867
E02003375,2016,1,925,935.7869393
E02003375,2016,3,1050,1062.244634
E02003376,2016,1,800,809.3292448
E02003376,2016,2,800,809.3292448
E02003376,2016,3,795,804.270937
E02003376,2016,4,772.5,781.508552
E02003377,2016,1,1200,1213.993867
E02003377,2016,2,975,986.3700171
E02003377,2016,3,1400,1416.326178
E02003377,2016,4,1250,1264.576945
E02003378,2016,1,875,885.2038615
E02003378,2016,2,895,905.4370926
E02003378,2016,3,1025,1036.953095
E02003378,2016,4,975,986.3700171
E02003379,2016,1,950,961.0784782
E02003379,2016,2,895,905.4370926
E02003379,2016,3,995,1006.603248
E02003379,2016,4,850,859.9123226
E02003380,2016,3,897.5,907.9662465
E02003381,2016,1,1000,1011.661556
E02003382,2016,2,885,895.320477
E02003382,2016,3,925,935.7869393
E02003383,2016,1,950,961.0784782
E02003383,2016,2,950,961.0784782
E02003383,2016,3,950,961.0784782
E02003383,2016,4,925,935.7869393
E02003384,2016,3,985,996.4866326
E02003385,2016,1,850,859.9123226
E02003385,2016,2,797.5,806.8000909
E02003385,2016,3,850,859.9123226
E02003385,2016,4,850,859.9123226
E02003386,2016,1,1150,1163.410789
E02003386,2016,2,895,905.4370926
E02003386,2016,3,875,885.2038615
E02003386,2016,4,887.5,897.8496309
E02003387,2016,3,1022.5,1034.423941
E02003387,2016,4,1187.5,1201.348098
E02003389,2016,2,1325,1340.451562
E02003389,2016,3,1397.5,1413.797024
E02003390,2016,3,1497.5,1514.96318
E02003391,2016,1,1395,1411.267871
E02003391,2016,2,1200,1213.993867
E02003391,2016,3,1250,1264.576945
E02003391,2016,4,1125,1138.11925
E02003392,2016,1,1000,1011.661556
E02003392,2016,2,1000,1011.661556
E02003392,2016,3,985,996.4866326
E02003392,2016,4,962.5,973.7242476
E02003393,2016,2,925,935.7869393
E02003394,2016,1,1200,1213.993867
E02003394,2016,2,1050,1062.244634
E02003394,2016,3,950,961.0784782
E02003395,2016,1,695,703.1047814
E02003395,2016,2,650,657.5800114
E02003395,2016,3,710,718.2797047
E02003395,2016,4,695,703.1047814
E02003396,2016,1,685,692.9881658
E02003396,2016,2,625,632.2884725
E02003396,2016,3,645,652.5217036
E02003396,2016,4,585,591.8220102
E02003397,2016,2,875,885.2038615
E02003397,2016,3,925,935.7869393
E02003398,2016,1,1000,1011.661556
E02003398,2016,2,950,961.0784782
E02003398,2016,3,925,935.7869393
E02003398,2016,4,1600,1618.65849
E02003399,2016,1,925,935.7869393
E02003399,2016,2,850,859.9123226
E02003399,2016,3,950,961.0784782
E02003399,2016,4,895,905.4370926
E02003400,2016,1,1000,1011.661556
E02003400,2016,2,800,809.3292448
E02003400,2016,3,772.5,781.508552
E02003400,2016,4,1700,1719.824645
E02003401,2016,1,925,935.7869393
E02003401,2016,2,950,961.0784782
E02003401,2016,3,895,905.4370926
E02003401,2016,4,795,804.270937
E02003402,2016,1,825,834.6207837
E02003402,2016,2,750,758.746167
E02003402,2016,3,850,859.9123226
E02003402,2016,4,1050,1062.244634
E02003403,2016,1,875,885.2038615
E02003403,2016,2,900,910.4954004
E02003403,2016,3,667.5,675.2840886
E02003403,2016,4,1000,1011.661556
E02003404,2016,1,1212.5,1226.639637
E02003404,2016,2,1112.5,1125.473481
E02003404,2016,3,1200,1213.993867
E02003404,2016,4,1520,1537.725565
E02003405,2016,1,925,935.7869393
E02003405,2016,2,1037.5,1049.598864
E02003405,2016,3,1100,1112.827712
E02003405,2016,4,1285,1299.985099
E02003406,2016,1,1195,1208.935559
E02003406,2016,2,1075,1087.536173
E02003407,2016,1,1097.5,1110.298558
E02003407,2016,2,1200,1213.993867
E02003408,2016,1,750,758.746167
E02003408,2016,2,787.5,796.6834753
E02003408,2016,3,875,885.2038615
E02003408,2016,4,800,809.3292448
E02003409,2016,1,950,961.0784782
E02003409,2016,2,912.5,923.1411698
E02003409,2016,3,997.5,1009.132402
E02003409,2016,4,912.5,923.1411698
E02003410,2016,1,900,910.4954004
E02003410,2016,2,1072.5,1085.007019
E02003410,2016,3,1000,1011.661556
E02003410,2016,4,800,809.3292448
E02003411,2016,1,1000,1011.661556
E02003411,2016,2,1250,1264.576945
E02003411,2016,3,1150,1163.410789
E02003412,2016,1,1050,1062.244634
E02003412,2016,2,1000,1011.661556
E02003412,2016,3,1100,1112.827712
E02003412,2016,4,1100,1112.827712
E02003413,2016,1,850,859.9123226
E02003413,2016,2,1025,1036.953095
E02003413,2016,3,950,961.0784782
E02003413,2016,4,1000,1011.661556
E02003414,2016,1,957.5,968.6659398
E02003414,2016,2,1050,1062.244634
E02003414,2016,3,937.5,948.4327087
E02003414,2016,4,1050,1062.244634
E02003415,2016,1,950,961.0784782
E02003415,2016,2,950,961.0784782
E02003415,2016,3,925,935.7869393
E02003415,2016,4,862.5,872.558092
E02003416,2016,1,1000,1011.661556
E02003416,2016,2,900,910.4954004
E02003416,2016,3,1050,1062.244634
E02003416,2016,4,1125,1138.11925
E02003417,2016,1,850,859.9123226
